timestamp,left_hand_x,left_hand_y,left_hand_z,left_hand_q_x,left_hand_q_y,left_hand_q_z,left_hand_q_w,left_hand_euler_x,left_hand_euler_y,left_hand_euler_z,left_hand_yaw,left_hand_pitch,left_hand_roll,right_hand_x,right_hand_y,right_hand_z,right_hand_q_x,right_hand_q_y,right_hand_q_z,right_hand_q_w,right_hand_euler_x,right_hand_euler_y,right_hand_euler_z,right_hand_yaw,right_hand_pitch,right_hand_roll,left_sword_x,left_sword_y,left_sword_z,right_sword_x,right_sword_y,right_sword_z,head_x,head_y,head_z,head_q_x,head_q_y,head_q_z,head_q_w,head_euler_x,head_euler_y,head_euler_z,head_yaw,head_pitch,head_roll,left_hand_heading_x,left_hand_heading_y,left_hand_heading_z,right_hand_heading_x,right_hand_heading_y,right_hand_heading_z,head_heading_x,head_heading_y,head_heading_z,left_blade_x,left_blade_y,left_blade_z,right_blade_x,right_blade_y,right_blade_z
1721536932010,0.388,-0.392,0.577,-0.046,-0.107,0.285,-0.951,1.6,13.3,326.8,1.567,13.285,-33.577,0.524,-0.189,0.543,0.100,-0.342,0.320,-0.878,332.2,32.5,311.8,-23.166,35.708,-32.454,0.753,-0.647,0.979,1.265,-0.525,0.808,0.151,-0.050,1.091,0.017,-0.101,0.149,-0.984,356.3,11.2,342.5,-3.646,11.176,-16.823,0.814,-0.533,-0.230,0.562,-0.629,-0.537,0.935,-0.296,-0.193,-0.177,0.149,-0.973,-0.664,0.044,-0.747
1721536932023,0.388,-0.391,0.576,-0.037,-0.110,0.286,-0.951,0.4,13.3,326.6,0.401,13.319,-33.482,0.524,-0.189,0.543,0.099,-0.341,0.320,-0.878,332.3,32.4,311.8,-23.137,35.662,-32.483,0.757,-0.639,0.978,1.265,-0.526,0.809,0.151,-0.050,1.092,0.018,-0.099,0.150,-0.984,356.2,10.9,342.3,-3.686,10.943,-17.027,0.813,-0.535,-0.230,0.562,-0.630,-0.536,0.935,-0.299,-0.189,-0.188,0.133,-0.973,-0.663,0.044,-0.747
1721536932037,0.388,-0.391,0.575,-0.023,-0.120,0.290,-0.949,358.5,13.9,325.9,-1.445,13.929,-33.768,0.523,-0.189,0.543,0.100,-0.341,0.320,-0.878,332.2,32.4,311.8,-23.149,35.655,-32.482,0.767,-0.633,0.972,1.264,-0.526,0.809,0.150,-0.051,1.092,0.018,-0.097,0.152,-0.983,356.2,10.7,342.0,-3.754,10.717,-17.258,0.803,-0.545,-0.241,0.562,-0.630,-0.536,0.935,-0.303,-0.186,-0.214,0.113,-0.970,-0.663,0.044,-0.747
1721536932051,0.388,-0.391,0.575,-0.014,-0.120,0.291,-0.949,357.5,13.6,325.6,-2.452,13.645,-33.838,0.523,-0.189,0.543,0.100,-0.341,0.320,-0.878,332.2,32.4,311.8,-23.159,35.643,-32.458,0.769,-0.625,0.974,1.264,-0.525,0.809,0.150,-0.051,1.093,0.019,-0.095,0.154,-0.983,356.1,10.5,341.8,-3.840,10.489,-17.504,0.802,-0.550,-0.236,0.563,-0.630,-0.536,0.934,-0.307,-0.182,-0.219,0.097,-0.971,-0.663,0.043,-0.747
1721536932065,0.387,-0.390,0.575,-0.009,-0.114,0.291,-0.950,357.1,12.8,325.7,-2.851,12.809,-33.691,0.523,-0.189,0.543,0.100,-0.341,0.319,-0.879,332.3,32.4,311.9,-23.134,35.593,-32.425,0.765,-0.618,0.980,1.264,-0.525,0.810,0.150,-0.051,1.093,0.020,-0.094,0.157,-0.983,356.0,10.2,341.5,-3.889,10.263,-17.747,0.805,-0.550,-0.221,0.564,-0.629,-0.535,0.933,-0.311,-0.178,-0.211,0.083,-0.974,-0.663,0.042,-0.748
1721536932079,0.386,-0.390,0.574,-0.013,-0.116,0.289,-0.950,357.5,13.1,325.9,-2.426,13.131,-33.541,0.523,-0.189,0.543,0.100,-0.340,0.319,-0.879,332.3,32.3,312.0,-23.103,35.524,-32.385,0.765,-0.621,0.977,1.264,-0.524,0.811,0.149,-0.051,1.093,0.020,-0.092,0.158,-0.983,356.0,10.0,341.4,-3.926,10.047,-17.952,0.806,-0.546,-0.227,0.565,-0.628,-0.534,0.933,-0.315,-0.174,-0.212,0.091,-0.973,-0.662,0.042,-0.749
1721536932093,0.386,-0.391,0.574,-0.024,-0.115,0.286,-0.951,358.8,13.4,326.4,-1.132,13.429,-33.332,0.523,-0.189,0.543,0.100,-0.340,0.319,-0.879,332.3,32.3,312.0,-23.129,35.527,-32.355,0.763,-0.629,0.975,1.264,-0.523,0.811,0.149,-0.052,1.094,0.020,-0.090,0.160,-0.983,356.0,9.8,341.2,-3.948,9.862,-18.141,0.810,-0.538,-0.232,0.565,-0.628,-0.534,0.933,-0.318,-0.171,-0.205,0.112,-0.972,-0.662,0.041,-0.748
1721536932107,0.385,-0.392,0.574,-0.040,-0.114,0.286,-0.950,0.6,13.9,326.6,0.572,13.902,-33.581,0.522,-0.189,0.543,0.101,-0.341,0.318,-0.879,332.1,32.3,311.9,-23.276,35.621,-32.252,0.757,-0.643,0.971,1.265,-0.522,0.809,0.149,-0.052,1.094,0.020,-0.089,0.161,-0.983,356.0,9.7,341.0,-3.930,9.712,-18.322,0.810,-0.535,-0.240,0.565,-0.628,-0.535,0.932,-0.321,-0.168,-0.195,0.141,-0.971,-0.664,0.039,-0.747
1721536932121,0.385,-0.392,0.573,-0.050,-0.116,0.289,-0.949,1.6,14.4,326.4,1.575,14.389,-34.030,0.522,-0.189,0.542,0.102,-0.342,0.318,-0.879,332.0,32.4,311.9,-23.327,35.670,-32.189,0.754,-0.654,0.967,1.265,-0.521,0.808,0.148,-0.052,1.094,0.020,-0.088,0.163,-0.983,356.0,9.6,340.9,-3.936,9.609,-18.483,0.807,-0.536,-0.248,0.565,-0.628,-0.535,0.931,-0.323,-0.167,-0.191,0.161,-0.968,-0.665,0.038,-0.746
1721536932135,0.385,-0.392,0.574,-0.053,-0.118,0.291,-0.948,1.9,14.7,326.2,1.829,14.697,-34.305,0.522,-0.189,0.542,0.101,-0.341,0.318,-0.879,332.1,32.4,312.0,-23.268,35.640,-32.183,0.754,-0.659,0.964,1.265,-0.521,0.808,0.148,-0.052,1.094,0.020,-0.087,0.164,-0.982,356.0,9.5,340.7,-3.926,9.534,-18.658,0.804,-0.538,-0.254,0.565,-0.628,-0.535,0.931,-0.326,-0.165,-0.192,0.169,-0.967,-0.664,0.039,-0.747
1721536932149,0.385,-0.392,0.574,-0.048,-0.118,0.291,-0.948,1.3,14.6,326.0,1.300,14.605,-34.307,0.522,-0.189,0.542,0.100,-0.340,0.317,-0.879,332.3,32.3,312.2,-23.113,35.572,-32.165,0.755,-0.655,0.965,1.265,-0.521,0.810,0.147,-0.053,1.095,0.020,-0.087,0.166,-0.982,356.0,9.5,340.5,-3.904,9.503,-18.817,0.803,-0.541,-0.252,0.567,-0.626,-0.535,0.930,-0.329,-0.165,-0.196,0.160,-0.967,-0.662,0.039,-0.748
1721536932163,0.385,-0.392,0.574,-0.044,-0.120,0.290,-0.948,0.8,14.6,326.1,0.810,14.615,-34.123,0.522,-0.189,0.542,0.100,-0.340,0.317,-0.880,332.4,32.4,312.2,-23.036,35.570,-32.177,0.758,-0.651,0.965,1.264,-0.521,0.810,0.147,-0.053,1.095,0.020,-0.087,0.167,-0.982,356.0,9.5,340.4,-3.903,9.488,-18.970,0.803,-0.540,-0.252,0.567,-0.626,-0.535,0.929,-0.331,-0.164,-0.201,0.153,-0.968,-0.662,0.040,-0.749
1721536932177,0.385,-0.392,0.574,-0.042,-0.123,0.291,-0.948,0.5,14.9,325.9,0.444,14.890,-34.242,0.521,-0.189,0.542,0.099,-0.341,0.317,-0.879,332.4,32.4,312.2,-22.998,35.641,-32.191,0.760,-0.651,0.963,1.264,-0.522,0.809,0.147,-0.053,1.095,0.020,-0.087,0.168,-0.982,356.1,9.4,340.2,-3.885,9.465,-19.122,0.800,-0.542,-0.257,0.566,-0.626,-0.536,0.928,-0.334,-0.164,-0.208,0.151,-0.966,-0.662,0.042,-0.748
1721536932191,0.385,-0.392,0.573,-0.045,-0.123,0.291,-0.948,0.8,15.0,326.0,0.778,14.994,-34.182,0.521,-0.189,0.542,0.098,-0.341,0.318,-0.879,332.5,32.5,312.1,-22.885,35.685,-32.325,0.759,-0.652,0.962,1.262,-0.525,0.808,0.146,-0.053,1.095,0.019,-0.087,0.169,-0.982,356.1,9.4,340.1,-3.864,9.422,-19.275,0.801,-0.540,-0.259,0.565,-0.626,-0.537,0.928,-0.336,-0.163,-0.207,0.156,-0.966,-0.662,0.045,-0.748
1721536932204,0.385,-0.391,0.574,-0.049,-0.127,0.287,-0.948,1.2,15.5,326.5,1.121,15.539,-33.779,0.521,-0.189,0.542,0.096,-0.341,0.319,-0.879,332.7,32.5,312.0,-22.737,35.643,-32.477,0.763,-0.653,0.958,1.261,-0.527,0.809,0.146,-0.054,1.095,0.019,-0.086,0.171,-0.981,356.1,9.3,339.9,-3.849,9.342,-19.441,0.804,-0.531,-0.268,0.565,-0.626,-0.537,0.927,-0.339,-0.162,-0.212,0.165,-0.963,-0.660,0.048,-0.750
1721536932218,0.385,-0.391,0.574,-0.050,-0.123,0.282,-0.950,1.5,15.2,327.1,1.425,15.194,-33.271,0.521,-0.189,0.542,0.097,-0.341,0.319,-0.879,332.7,32.5,312.1,-22.762,35.635,-32.441,0.762,-0.650,0.961,1.261,-0.527,0.809,0.146,-0.054,1.095,0.019,-0.085,0.173,-0.981,356.1,9.2,339.7,-3.848,9.262,-19.643,0.810,-0.524,-0.262,0.565,-0.626,-0.537,0.926,-0.342,-0.161,-0.206,0.164,-0.965,-0.660,0.047,-0.749
1721536932232,0.384,-0.391,0.574,-0.046,-0.118,0.285,-0.950,1.2,14.5,326.7,1.162,14.519,-33.589,0.521,-0.189,0.542,0.097,-0.341,0.318,-0.879,332.7,32.5,312.1,-22.793,35.658,-32.393,0.758,-0.648,0.967,1.261,-0.526,0.809,0.145,-0.054,1.095,0.019,-0.085,0.175,-0.981,356.1,9.2,339.5,-3.861,9.202,-19.868,0.809,-0.531,-0.251,0.565,-0.626,-0.537,0.925,-0.346,-0.160,-0.198,0.155,-0.968,-0.661,0.046,-0.749
1721536932246,0.385,-0.391,0.575,-0.042,-0.117,0.290,-0.949,0.7,14.3,326.1,0.713,14.260,-34.086,0.521,-0.189,0.543,0.099,-0.341,0.317,-0.879,332.3,32.5,312.1,-23.051,35.696,-32.188,0.756,-0.648,0.970,1.263,-0.523,0.808,0.145,-0.055,1.096,0.019,-0.084,0.176,-0.980,356.1,9.1,339.3,-3.889,9.152,-20.091,0.804,-0.541,-0.246,0.566,-0.626,-0.537,0.923,-0.349,-0.159,-0.197,0.148,-0.969,-0.663,0.042,-0.747
1721536932260,0.384,-0.392,0.575,-0.042,-0.116,0.292,-0.948,0.7,14.1,325.9,0.666,14.133,-34.300,0.521,-0.189,0.543,0.102,-0.341,0.317,-0.879,332.0,32.3,312.1,-23.339,35.618,-32.059,0.754,-0.649,0.971,1.265,-0.519,0.809,0.145,-0.055,1.096,0.019,-0.084,0.178,-0.980,356.0,9.1,339.1,-3.904,9.094,-20.291,0.803,-0.544,-0.244,0.566,-0.627,-0.535,0.922,-0.353,-0.158,-0.195,0.147,-0.970,-0.665,0.036,-0.746
1721536932274,0.384,-0.392,0.576,-0.044,-0.117,0.293,-0.948,0.9,14.3,325.8,0.869,14.318,-34.463,0.521,-0.189,0.543,0.102,-0.340,0.318,-0.879,332.1,32.3,312.0,-23.286,35.524,-32.197,0.754,-0.652,0.970,1.264,-0.521,0.811,0.144,-0.055,1.096,0.020,-0.083,0.180,-0.980,356.0,9.0,338.9,-3.912,9.020,-20.453,0.801,-0.545,-0.247,0.566,-0.628,-0.534,0.922,-0.355,-0.156,-0.196,0.152,-0.969,-0.663,0.037,-0.748
1721536932288,0.385,-0.392,0.576,-0.048,-0.119,0.293,-0.948,1.3,14.7,325.9,1.239,14.677,-34.474,0.521,-0.189,0.543,0.101,-0.340,0.318,-0.879,332.3,32.3,312.1,-23.159,35.534,-32.255,0.754,-0.656,0.967,1.263,-0.522,0.811,0.144,-0.055,1.096,0.020,-0.083,0.180,-0.980,356.0,8.9,338.8,-3.919,8.917,-20.567,0.801,-0.543,-0.253,0.566,-0.628,-0.534,0.921,-0.357,-0.155,-0.197,0.161,-0.967,-0.662,0.040,-0.748
1721536932302,0.385,-0.392,0.576,-0.052,-0.122,0.291,-0.947,1.6,15.2,326.0,1.547,15.171,-34.396,0.521,-0.189,0.544,0.098,-0.339,0.318,-0.880,332.6,32.3,312.2,-22.856,35.482,-32.312,0.757,-0.659,0.963,1.262,-0.524,0.813,0.144,-0.056,1.096,0.020,-0.082,0.181,-0.980,356.0,8.8,338.7,-3.907,8.844,-20.678,0.800,-0.539,-0.262,0.568,-0.626,-0.535,0.921,-0.359,-0.153,-0.201,0.169,-0.965,-0.660,0.043,-0.750
1721536932315,0.385,-0.391,0.576,-0.052,-0.123,0.288,-0.948,1.7,15.3,326.5,1.636,15.331,-33.968,0.521,-0.189,0.544,0.097,-0.338,0.317,-0.881,332.9,32.3,312.4,-22.670,35.372,-32.323,0.760,-0.657,0.962,1.261,-0.524,0.815,0.143,-0.056,1.096,0.019,-0.082,0.182,-0.980,356.1,8.8,338.6,-3.883,8.817,-20.791,0.804,-0.533,-0.264,0.570,-0.625,-0.534,0.920,-0.360,-0.153,-0.204,0.171,-0.964,-0.657,0.044,-0.752
1721536932329,0.386,-0.391,0.577,-0.048,-0.124,0.286,-0.949,1.2,15.2,326.6,1.120,15.188,-33.711,0.521,-0.189,0.544,0.098,-0.338,0.318,-0.880,332.8,32.2,312.3,-22.749,35.347,-32.328,0.762,-0.652,0.964,1.261,-0.524,0.815,0.143,-0.056,1.096,0.019,-0.082,0.183,-0.979,356.1,8.8,338.5,-3.866,8.831,-20.915,0.806,-0.531,-0.262,0.570,-0.625,-0.534,0.919,-0.362,-0.153,-0.207,0.161,-0.965,-0.658,0.043,-0.752
1721536932343,0.386,-0.391,0.578,-0.038,-0.123,0.289,-0.949,0.1,14.8,326.2,0.104,14.757,-33.872,0.521,-0.189,0.545,0.098,-0.338,0.318,-0.880,332.7,32.2,312.3,-22.836,35.277,-32.340,0.763,-0.645,0.968,1.261,-0.523,0.816,0.142,-0.056,1.097,0.019,-0.082,0.184,-0.979,356.1,8.8,338.4,-3.864,8.850,-21.020,0.803,-0.539,-0.255,0.570,-0.626,-0.532,0.919,-0.364,-0.153,-0.211,0.143,-0.967,-0.657,0.041,-0.752
1721536932357,0.385,-0.391,0.578,-0.033,-0.119,0.291,-0.949,359.6,14.2,325.9,-0.353,14.213,-34.053,0.521,-0.190,0.545,0.100,-0.337,0.318,-0.881,332.7,32.0,312.3,-22.925,35.133,-32.355,0.761,-0.642,0.973,1.261,-0.522,0.819,0.142,-0.056,1.097,0.019,-0.082,0.185,-0.979,356.1,8.8,338.3,-3.832,8.829,-21.096,0.802,-0.544,-0.246,0.571,-0.627,-0.530,0.918,-0.365,-0.153,-0.207,0.133,-0.969,-0.657,0.039,-0.753
1721536932371,0.385,-0.391,0.579,-0.036,-0.116,0.291,-0.949,0.0,14.0,325.9,0.032,13.964,-34.110,0.521,-0.190,0.546,0.099,-0.337,0.318,-0.881,332.7,32.0,312.3,-22.915,35.119,-32.367,0.757,-0.643,0.976,1.261,-0.522,0.819,0.141,-0.057,1.097,0.018,-0.081,0.185,-0.979,356.2,8.8,338.3,-3.782,8.775,-21.131,0.804,-0.544,-0.241,0.571,-0.627,-0.530,0.918,-0.366,-0.152,-0.200,0.136,-0.970,-0.656,0.039,-0.753
1721536932385,0.385,-0.392,0.579,-0.041,-0.115,0.291,-0.949,0.6,14.1,326.0,0.594,14.056,-34.133,0.521,-0.190,0.546,0.099,-0.337,0.318,-0.881,332.7,32.0,312.3,-22.871,35.147,-32.383,0.756,-0.648,0.975,1.261,-0.523,0.819,0.141,-0.057,1.097,0.018,-0.080,0.185,-0.979,356.3,8.7,338.3,-3.701,8.673,-21.154,0.804,-0.542,-0.243,0.571,-0.627,-0.530,0.918,-0.366,-0.150,-0.195,0.145,-0.970,-0.656,0.040,-0.753
1721536932399,0.386,-0.392,0.580,-0.046,-0.117,0.290,-0.949,1.2,14.4,326.2,1.183,14.377,-34.111,0.521,-0.190,0.546,0.098,-0.336,0.318,-0.881,332.9,32.0,312.4,-22.734,35.098,-32.381,0.755,-0.652,0.973,1.261,-0.523,0.821,0.141,-0.057,1.097,0.017,-0.079,0.185,-0.979,356.3,8.5,338.3,-3.636,8.559,-21.164,0.805,-0.539,-0.248,0.572,-0.626,-0.530,0.919,-0.366,-0.149,-0.194,0.156,-0.968,-0.655,0.041,-0.755
1721536932413,0.386,-0.392,0.580,-0.049,-0.119,0.289,-0.949,1.5,14.7,326.3,1.431,14.689,-34.077,0.521,-0.190,0.547,0.097,-0.335,0.317,-0.882,333.1,31.9,312.7,-22.583,34.918,-32.343,0.757,-0.654,0.971,1.260,-0.522,0.824,0.140,-0.057,1.098,0.017,-0.078,0.186,-0.979,356.4,8.5,338.3,-3.585,8.467,-21.198,0.805,-0.537,-0.253,0.575,-0.624,-0.529,0.919,-0.366,-0.147,-0.196,0.162,-0.967,-0.652,0.040,-0.757
1721536932427,0.386,-0.392,0.580,-0.048,-0.120,0.289,-0.948,1.3,14.8,326.2,1.259,14.846,-34.114,0.521,-0.190,0.548,0.099,-0.334,0.317,-0.882,332.9,31.8,312.6,-22.751,34.869,-32.315,0.758,-0.654,0.970,1.260,-0.520,0.824,0.140,-0.057,1.098,0.017,-0.077,0.186,-0.979,356.4,8.4,338.2,-3.514,8.370,-21.263,0.803,-0.537,-0.256,0.575,-0.625,-0.527,0.919,-0.367,-0.145,-0.200,0.161,-0.966,-0.653,0.037,-0.757
1721536932440,0.386,-0.392,0.580,-0.045,-0.121,0.292,-0.948,0.8,14.8,325.9,0.798,14.794,-34.319,0.520,-0.190,0.548,0.102,-0.335,0.318,-0.881,332.6,31.7,312.4,-23.072,34.810,-32.320,0.759,-0.653,0.970,1.261,-0.519,0.825,0.139,-0.057,1.098,0.016,-0.077,0.187,-0.979,356.5,8.3,338.2,-3.454,8.284,-21.341,0.801,-0.542,-0.255,0.574,-0.628,-0.525,0.919,-0.368,-0.144,-0.203,0.155,-0.967,-0.654,0.033,-0.755
1721536932454,0.386,-0.391,0.581,-0.041,-0.120,0.292,-0.948,0.5,14.6,325.8,0.458,14.565,-34.357,0.520,-0.190,0.548,0.103,-0.335,0.319,-0.881,332.4,31.6,312.2,-23.259,34.762,-32.445,0.758,-0.650,0.973,1.260,-0.519,0.826,0.139,-0.057,1.098,0.016,-0.076,0.188,-0.979,356.6,8.2,338.1,-3.401,8.214,-21.451,0.800,-0.545,-0.251,0.572,-0.631,-0.524,0.918,-0.370,-0.143,-0.203,0.148,-0.968,-0.655,0.032,-0.755
1721536932468,0.386,-0.391,0.581,-0.040,-0.118,0.292,-0.948,0.4,14.3,325.8,0.411,14.287,-34.328,0.520,-0.190,0.549,0.102,-0.335,0.320,-0.880,332.4,31.6,312.1,-23.237,34.739,-32.582,0.757,-0.648,0.975,1.259,-0.521,0.826,0.138,-0.057,1.099,0.016,-0.075,0.188,-0.979,356.6,8.1,338.0,-3.385,8.146,-21.554,0.801,-0.545,-0.247,0.571,-0.632,-0.524,0.918,-0.371,-0.141,-0.200,0.145,-0.969,-0.655,0.034,-0.755
1721536932482,0.385,-0.392,0.581,-0.040,-0.116,0.293,-0.948,0.5,14.2,325.7,0.490,14.156,-34.405,0.520,-0.190,0.549,0.101,-0.334,0.320,-0.881,332.6,31.6,312.2,-23.059,34.734,-32.628,0.755,-0.649,0.977,1.258,-0.522,0.827,0.137,-0.058,1.099,0.016,-0.075,0.189,-0.979,356.6,8.1,337.9,-3.371,8.089,-21.657,0.801,-0.546,-0.245,0.572,-0.631,-0.524,0.917,-0.373,-0.140,-0.197,0.145,-0.970,-0.653,0.036,-0.756
1721536932496,0.385,-0.391,0.581,-0.042,-0.117,0.293,-0.948,0.6,14.3,325.7,0.618,14.268,-34.447,0.519,-0.190,0.549,0.098,-0.334,0.319,-0.882,333.0,31.7,312.4,-22.694,34.731,-32.644,0.755,-0.650,0.976,1.257,-0.524,0.828,0.137,-0.058,1.099,0.016,-0.074,0.190,-0.979,356.6,8.0,337.8,-3.362,8.018,-21.742,0.801,-0.546,-0.246,0.573,-0.628,-0.526,0.917,-0.374,-0.139,-0.197,0.148,-0.969,-0.651,0.040,-0.758
1721536932510,0.385,-0.392,0.582,-0.043,-0.117,0.293,-0.948,0.8,14.3,325.7,0.783,14.313,-34.495,0.519,-0.190,0.550,0.095,-0.333,0.318,-0.883,333.5,31.8,312.7,-22.308,34.694,-32.592,0.755,-0.652,0.975,1.256,-0.525,0.830,0.136,-0.058,1.099,0.015,-0.074,0.191,-0.979,356.6,7.9,337.7,-3.348,7.959,-21.816,0.801,-0.546,-0.247,0.576,-0.625,-0.527,0.916,-0.376,-0.138,-0.196,0.151,-0.969,-0.648,0.044,-0.761
1721536932524,0.385,-0.392,0.582,-0.044,-0.118,0.295,-0.947,0.9,14.4,325.5,0.847,14.434,-34.678,0.519,-0.190,0.550,0.095,-0.332,0.318,-0.883,333.6,31.7,312.8,-22.217,34.634,-32.605,0.754,-0.654,0.975,1.255,-0.525,0.831,0.136,-0.058,1.099,0.015,-0.073,0.191,-0.979,356.7,7.9,337.6,-3.314,7.904,-21.891,0.798,-0.548,-0.249,0.577,-0.624,-0.526,0.916,-0.377,-0.137,-0.197,0.154,-0.968,-0.646,0.044,-0.762
1721536932537,0.385,-0.392,0.582,-0.047,-0.119,0.296,-0.947,1.1,14.7,325.4,1.055,14.720,-34.873,0.519,-0.190,0.551,0.096,-0.332,0.319,-0.883,333.5,31.6,312.7,-22.339,34.555,-32.676,0.754,-0.658,0.972,1.255,-0.525,0.832,0.135,-0.058,1.100,0.015,-0.072,0.192,-0.979,356.7,7.8,337.6,-3.264,7.839,-21.961,0.796,-0.549,-0.254,0.577,-0.626,-0.525,0.916,-0.378,-0.136,-0.198,0.160,-0.967,-0.646,0.043,-0.762
1721536932551,0.385,-0.392,0.582,-0.049,-0.119,0.296,-0.946,1.3,14.8,325.5,1.284,14.790,-34.880,0.519,-0.190,0.551,0.097,-0.331,0.319,-0.883,333.3,31.5,312.6,-22.516,34.464,-32.722,0.753,-0.660,0.972,1.255,-0.524,0.834,0.134,-0.058,1.100,0.015,-0.072,0.192,-0.979,356.7,7.8,337.5,-3.226,7.787,-22.027,0.796,-0.548,-0.255,0.576,-0.628,-0.523,0.916,-0.379,-0.135,-0.197,0.164,-0.967,-0.647,0.040,-0.762
1721536932565,0.384,-0.392,0.582,-0.050,-0.119,0.296,-0.946,1.4,14.8,325.4,1.370,14.765,-34.933,0.519,-0.190,0.551,0.100,-0.332,0.320,-0.882,332.9,31.4,312.4,-22.849,34.445,-32.675,0.752,-0.660,0.972,1.256,-0.521,0.834,0.134,-0.058,1.100,0.014,-0.071,0.193,-0.979,356.8,7.7,337.5,-3.187,7.735,-22.089,0.796,-0.549,-0.255,0.576,-0.630,-0.521,0.915,-0.380,-0.134,-0.196,0.165,-0.967,-0.649,0.036,-0.760
1721536932579,0.384,-0.392,0.582,-0.052,-0.120,0.295,-0.946,1.7,14.9,325.6,1.640,14.921,-34.882,0.518,-0.190,0.552,0.101,-0.332,0.319,-0.882,332.8,31.4,312.5,-22.919,34.505,-32.534,0.752,-0.662,0.971,1.257,-0.520,0.833,0.133,-0.058,1.100,0.014,-0.071,0.193,-0.978,356.8,7.7,337.4,-3.157,7.696,-22.134,0.797,-0.547,-0.257,0.576,-0.629,-0.522,0.915,-0.380,-0.134,-0.195,0.170,-0.966,-0.650,0.034,-0.759
1721536932593,0.384,-0.392,0.582,-0.055,-0.120,0.294,-0.947,2.0,15.0,325.7,1.935,15.006,-34.770,0.518,-0.190,0.552,0.100,-0.332,0.318,-0.882,332.9,31.4,312.5,-22.868,34.480,-32.507,0.751,-0.663,0.970,1.257,-0.519,0.834,0.133,-0.058,1.100,0.014,-0.071,0.193,-0.978,356.8,7.7,337.4,-3.143,7.684,-22.151,0.798,-0.544,-0.259,0.577,-0.629,-0.522,0.915,-0.380,-0.134,-0.194,0.174,-0.965,-0.650,0.034,-0.760
1721536932607,0.384,-0.392,0.582,-0.054,-0.120,0.295,-0.946,1.9,15.0,325.7,1.830,15.005,-34.834,0.518,-0.190,0.553,0.100,-0.331,0.319,-0.883,333.0,31.4,312.6,-22.803,34.369,-32.574,0.751,-0.663,0.971,1.256,-0.519,0.836,0.132,-0.058,1.100,0.014,-0.071,0.193,-0.978,356.9,7.6,337.4,-3.110,7.644,-22.163,0.798,-0.545,-0.259,0.578,-0.629,-0.520,0.915,-0.381,-0.133,-0.195,0.173,-0.965,-0.648,0.034,-0.761
1721536932621,0.383,-0.392,0.582,-0.053,-0.120,0.295,-0.946,1.7,15.0,325.6,1.690,14.957,-34.855,0.518,-0.189,0.553,0.099,-0.329,0.319,-0.883,333.3,31.2,312.7,-22.626,34.159,-32.673,0.751,-0.662,0.971,1.254,-0.520,0.840,0.131,-0.058,1.101,0.014,-0.070,0.194,-0.979,356.9,7.6,337.4,-3.069,7.581,-22.169,0.797,-0.546,-0.258,0.580,-0.629,-0.518,0.915,-0.381,-0.132,-0.196,0.171,-0.966,-0.644,0.035,-0.764
1721536932635,0.383,-0.392,0.583,-0.051,-0.120,0.295,-0.947,1.6,14.9,325.6,1.514,14.885,-34.825,0.517,-0.189,0.554,0.098,-0.328,0.319,-0.883,333.4,31.2,312.7,-22.569,34.080,-32.751,0.751,-0.661,0.972,1.253,-0.520,0.841,0.130,-0.058,1.101,0.013,-0.069,0.194,-0.979,356.9,7.5,337.4,-3.026,7.518,-22.188,0.797,-0.546,-0.257,0.580,-0.629,-0.517,0.915,-0.381,-0.131,-0.196,0.168,-0.966,-0.643,0.036,-0.765
1721536932649,0.383,-0.392,0.583,-0.049,-0.120,0.295,-0.947,1.3,14.8,325.6,1.257,14.785,-34.773,0.517,-0.189,0.554,0.100,-0.329,0.321,-0.883,333.1,31.0,312.4,-22.837,34.003,-32.916,0.752,-0.658,0.973,1.252,-0.521,0.842,0.130,-0.058,1.101,0.013,-0.069,0.194,-0.978,357.0,7.5,337.4,-2.996,7.489,-22.239,0.797,-0.547,-0.255,0.578,-0.633,-0.515,0.915,-0.382,-0.130,-0.198,0.163,-0.967,-0.644,0.034,-0.764
1721536932663,0.382,-0.392,0.583,-0.047,-0.120,0.295,-0.947,1.0,14.8,325.5,1.006,14.757,-34.755,0.517,-0.189,0.555,0.103,-0.328,0.322,-0.882,332.8,30.9,312.2,-23.100,33.883,-33.016,0.752,-0.656,0.973,1.252,-0.520,0.844,0.129,-0.058,1.101,0.013,-0.069,0.195,-0.978,357.0,7.5,337.3,-2.991,7.499,-22.305,0.797,-0.548,-0.255,0.577,-0.636,-0.513,0.915,-0.383,-0.130,-0.200,0.159,-0.967,-0.645,0.031,-0.764
1721536932676,0.382,-0.391,0.583,-0.046,-0.121,0.295,-0.947,1.0,14.8,325.5,0.932,14.819,-34.753,0.517,-0.189,0.555,0.102,-0.328,0.322,-0.882,332.8,30.8,312.3,-23.071,33.855,-32.994,0.752,-0.656,0.973,1.252,-0.519,0.844,0.129,-0.058,1.101,0.013,-0.069,0.195,-0.978,357.0,7.5,337.2,-3.005,7.513,-22.367,0.797,-0.548,-0.256,0.578,-0.635,-0.513,0.914,-0.384,-0.131,-0.201,0.159,-0.967,-0.644,0.030,-0.764
