timestamp,left_hand_x,left_hand_y,left_hand_z,left_hand_q_x,left_hand_q_y,left_hand_q_z,left_hand_q_w,left_hand_euler_x,left_hand_euler_y,left_hand_euler_z,left_hand_yaw,left_hand_pitch,left_hand_roll,right_hand_x,right_hand_y,right_hand_z,right_hand_q_x,right_hand_q_y,right_hand_q_z,right_hand_q_w,right_hand_euler_x,right_hand_euler_y,right_hand_euler_z,right_hand_yaw,right_hand_pitch,right_hand_roll,left_sword_x,left_sword_y,left_sword_z,right_sword_x,right_sword_y,right_sword_z,head_x,head_y,head_z,head_q_x,head_q_y,head_q_z,head_q_w,head_euler_x,head_euler_y,head_euler_z,head_yaw,head_pitch,head_roll,left_hand_heading_x,left_hand_heading_y,left_hand_heading_z,right_hand_heading_x,right_hand_heading_y,right_hand_heading_z,head_heading_x,head_heading_y,head_heading_z,left_blade_x,left_blade_y,left_blade_z,right_blade_x,right_blade_y,right_blade_z
1721536279337,-0.095,-0.254,0.737,0.097,-0.008,-0.425,0.900,10.5,3.9,309.8,10.468,3.993,-50.929,0.088,-0.105,0.718,-0.120,0.215,-0.537,0.807,334.2,12.6,289.8,-25.095,13.897,-64.242,0.074,-0.598,1.198,0.584,-0.578,1.232,-0.214,0.102,1.080,-0.001,0.026,-0.459,0.888,358.5,2.7,305.3,-1.476,2.655,-54.659,0.639,-0.767,-0.068,0.330,-0.919,-0.218,0.577,-0.816,-0.046,0.097,0.168,-0.981,-0.475,0.037,-0.879
1721536279353,-0.096,-0.254,0.737,0.102,-0.008,-0.426,0.899,11.0,4.1,309.7,10.993,4.188,-51.057,0.088,-0.105,0.718,-0.120,0.215,-0.537,0.807,334.2,12.6,289.8,-25.117,13.888,-64.245,0.071,-0.603,1.196,0.584,-0.578,1.232,-0.214,0.102,1.080,-0.001,0.027,-0.459,0.888,358.5,2.7,305.3,-1.460,2.676,-54.662,0.638,-0.767,-0.072,0.330,-0.919,-0.217,0.577,-0.816,-0.047,0.102,0.176,-0.979,-0.475,0.037,-0.879
1721536279369,-0.096,-0.255,0.737,0.107,-0.008,-0.424,0.899,11.5,4.4,310.0,11.450,4.473,-50.910,0.088,-0.105,0.718,-0.121,0.215,-0.538,0.806,334.1,12.5,289.7,-25.222,13.851,-64.300,0.071,-0.606,1.193,0.584,-0.577,1.232,-0.214,0.102,1.080,-0.001,0.026,-0.459,0.888,358.6,2.6,305.2,-1.446,2.623,-54.684,0.641,-0.764,-0.076,0.329,-0.919,-0.217,0.577,-0.816,-0.046,0.104,0.185,-0.977,-0.477,0.036,-0.878
1721536279385,-0.096,-0.254,0.737,0.103,-0.008,-0.424,0.900,11.1,4.2,310.0,11.106,4.250,-50.869,0.088,-0.105,0.718,-0.122,0.215,-0.538,0.806,334.0,12.5,289.6,-25.334,13.817,-64.386,0.072,-0.603,1.195,0.584,-0.577,1.232,-0.214,0.102,1.080,-0.001,0.026,-0.459,0.888,358.5,2.6,305.2,-1.450,2.563,-54.687,0.640,-0.765,-0.073,0.328,-0.920,-0.216,0.577,-0.816,-0.045,0.102,0.179,-0.979,-0.478,0.036,-0.878
1721536279400,-0.096,-0.254,0.737,0.102,-0.008,-0.424,0.900,11.0,4.1,309.9,10.958,4.180,-50.901,0.088,-0.105,0.718,-0.122,0.215,-0.539,0.805,334.0,12.4,289.6,-25.340,13.794,-64.427,0.072,-0.602,1.196,0.584,-0.577,1.232,-0.214,0.103,1.080,-0.001,0.026,-0.459,0.888,358.5,2.5,305.3,-1.471,2.535,-54.679,0.640,-0.765,-0.072,0.327,-0.920,-0.215,0.577,-0.816,-0.044,0.101,0.176,-0.979,-0.478,0.036,-0.878
1721536279415,-0.096,-0.254,0.737,0.099,-0.008,-0.426,0.899,10.7,4.0,309.7,10.684,4.063,-51.015,0.088,-0.105,0.718,-0.122,0.215,-0.539,0.806,334.0,12.4,289.6,-25.310,13.776,-64.437,0.072,-0.600,1.197,0.583,-0.577,1.233,-0.214,0.103,1.080,-0.001,0.026,-0.459,0.888,358.5,2.5,305.3,-1.479,2.546,-54.671,0.638,-0.767,-0.070,0.327,-0.920,-0.215,0.577,-0.816,-0.044,0.099,0.171,-0.980,-0.477,0.036,-0.878
1721536279430,-0.096,-0.254,0.737,0.099,-0.009,-0.426,0.899,10.7,3.9,309.7,10.663,4.016,-51.088,0.088,-0.105,0.718,-0.121,0.215,-0.539,0.806,334.1,12.4,289.6,-25.270,13.755,-64.434,0.072,-0.600,1.197,0.583,-0.577,1.233,-0.214,0.103,1.080,-0.001,0.026,-0.459,0.888,358.5,2.6,305.3,-1.487,2.587,-54.651,0.637,-0.768,-0.069,0.328,-0.920,-0.215,0.577,-0.815,-0.045,0.100,0.170,-0.980,-0.477,0.036,-0.878
1721536279445,-0.096,-0.255,0.737,0.099,-0.009,-0.426,0.899,10.7,3.9,309.6,10.722,4.006,-51.117,0.088,-0.105,0.718,-0.121,0.214,-0.538,0.806,334.1,12.4,289.6,-25.238,13.739,-64.410,0.071,-0.600,1.197,0.583,-0.577,1.233,-0.214,0.103,1.080,-0.001,0.027,-0.459,0.888,358.5,2.7,305.3,-1.484,2.665,-54.636,0.636,-0.768,-0.069,0.328,-0.920,-0.215,0.577,-0.815,-0.046,0.101,0.171,-0.980,-0.476,0.035,-0.879
1721536279459,-0.096,-0.255,0.737,0.100,-0.009,-0.426,0.899,10.8,4.0,309.6,10.810,4.033,-51.113,0.088,-0.105,0.718,-0.121,0.214,-0.538,0.806,334.1,12.4,289.7,-25.241,13.734,-64.398,0.071,-0.601,1.197,0.583,-0.577,1.233,-0.214,0.103,1.079,-0.001,0.027,-0.459,0.888,358.5,2.7,305.3,-1.494,2.700,-54.632,0.637,-0.768,-0.069,0.328,-0.920,-0.215,0.577,-0.815,-0.047,0.101,0.172,-0.980,-0.476,0.035,-0.879
1721536279474,-0.096,-0.254,0.737,0.102,-0.010,-0.425,0.899,11.1,3.9,309.8,11.054,3.998,-50.962,0.088,-0.105,0.718,-0.122,0.214,-0.538,0.806,334.1,12.4,289.6,-25.275,13.734,-64.406,0.070,-0.601,1.197,0.583,-0.576,1.233,-0.214,0.103,1.079,-0.001,0.027,-0.459,0.888,358.5,2.7,305.3,-1.523,2.682,-54.634,0.639,-0.766,-0.068,0.328,-0.920,-0.215,0.577,-0.815,-0.047,0.105,0.175,-0.979,-0.477,0.035,-0.878
1721536279488,-0.096,-0.254,0.737,0.102,-0.011,-0.424,0.900,11.2,3.8,310.0,11.150,3.861,-50.789,0.088,-0.105,0.719,-0.122,0.215,-0.539,0.806,334.0,12.4,289.6,-25.310,13.719,-64.425,0.069,-0.601,1.198,0.584,-0.576,1.233,-0.214,0.103,1.080,-0.001,0.027,-0.459,0.888,358.5,2.7,305.3,-1.540,2.665,-54.629,0.641,-0.765,-0.066,0.328,-0.920,-0.214,0.577,-0.815,-0.046,0.107,0.174,-0.979,-0.477,0.035,-0.878
1721536279503,-0.096,-0.254,0.737,0.101,-0.011,-0.424,0.900,11.0,3.7,309.9,11.010,3.801,-50.847,0.088,-0.105,0.719,-0.122,0.215,-0.539,0.806,334.0,12.4,289.6,-25.318,13.712,-64.424,0.070,-0.600,1.199,0.584,-0.576,1.233,-0.214,0.103,1.080,-0.001,0.027,-0.459,0.888,358.4,2.6,305.3,-1.550,2.634,-54.627,0.640,-0.766,-0.065,0.328,-0.920,-0.214,0.577,-0.815,-0.046,0.106,0.172,-0.979,-0.477,0.034,-0.878
1721536279517,-0.096,-0.254,0.738,0.101,-0.011,-0.424,0.900,11.0,3.8,309.9,10.970,3.825,-50.865,0.088,-0.104,0.719,-0.122,0.214,-0.538,0.806,334.0,12.4,289.6,-25.328,13.701,-64.416,0.070,-0.600,1.199,0.584,-0.576,1.233,-0.214,0.103,1.080,-0.002,0.027,-0.459,0.888,358.4,2.6,305.3,-1.555,2.620,-54.618,0.640,-0.766,-0.065,0.328,-0.920,-0.214,0.577,-0.815,-0.046,0.105,0.172,-0.980,-0.477,0.034,-0.878
1721536279531,-0.096,-0.254,0.738,0.101,-0.011,-0.424,0.900,11.0,3.7,309.9,11.004,3.787,-50.829,0.088,-0.104,0.719,-0.122,0.214,-0.538,0.806,334.0,12.3,289.6,-25.352,13.675,-64.414,0.070,-0.599,1.199,0.584,-0.576,1.234,-0.214,0.103,1.080,-0.002,0.027,-0.459,0.888,358.4,2.6,305.3,-1.573,2.645,-54.606,0.640,-0.766,-0.065,0.328,-0.920,-0.214,0.578,-0.815,-0.046,0.106,0.172,-0.979,-0.477,0.034,-0.878
1721536279545,-0.096,-0.254,0.738,0.101,-0.012,-0.423,0.900,11.1,3.6,310.0,11.108,3.716,-50.741,0.088,-0.104,0.719,-0.123,0.214,-0.538,0.806,334.0,12.3,289.6,-25.363,13.667,-64.429,0.069,-0.599,1.199,0.584,-0.575,1.234,-0.214,0.103,1.079,-0.001,0.027,-0.459,0.888,358.4,2.7,305.3,-1.584,2.707,-54.592,0.641,-0.765,-0.064,0.328,-0.920,-0.214,0.578,-0.815,-0.047,0.108,0.172,-0.979,-0.477,0.033,-0.878
1721536279559,-0.096,-0.254,0.738,0.102,-0.012,-0.423,0.900,11.2,3.7,310.0,11.137,3.728,-50.725,0.088,-0.104,0.719,-0.122,0.214,-0.539,0.806,334.0,12.3,289.6,-25.350,13.658,-64.458,0.069,-0.599,1.199,0.584,-0.576,1.234,-0.214,0.103,1.079,-0.001,0.027,-0.459,0.888,358.4,2.7,305.4,-1.580,2.730,-54.574,0.641,-0.765,-0.064,0.328,-0.920,-0.213,0.578,-0.815,-0.048,0.108,0.172,-0.979,-0.477,0.034,-0.878
1721536279573,-0.096,-0.254,0.738,0.102,-0.011,-0.423,0.900,11.2,3.8,310.0,11.192,3.881,-50.758,0.088,-0.104,0.719,-0.122,0.214,-0.539,0.805,334.0,12.3,289.6,-25.324,13.650,-64.486,0.070,-0.600,1.198,0.583,-0.576,1.234,-0.214,0.103,1.079,-0.001,0.028,-0.459,0.888,358.4,2.7,305.3,-1.572,2.741,-54.579,0.641,-0.764,-0.066,0.327,-0.920,-0.213,0.578,-0.815,-0.048,0.107,0.175,-0.979,-0.477,0.034,-0.878
1721536279587,-0.096,-0.254,0.738,0.103,-0.011,-0.423,0.900,11.3,3.9,310.0,11.294,3.927,-50.786,0.088,-0.104,0.719,-0.122,0.214,-0.539,0.805,334.1,12.3,289.6,-25.302,13.631,-64.525,0.069,-0.601,1.198,0.583,-0.576,1.234,-0.214,0.103,1.079,-0.001,0.028,-0.459,0.888,358.4,2.8,305.3,-1.568,2.758,-54.575,0.641,-0.764,-0.067,0.327,-0.921,-0.213,0.578,-0.815,-0.048,0.108,0.177,-0.978,-0.476,0.034,-0.879
1721536279602,-0.096,-0.254,0.738,0.104,-0.012,-0.424,0.900,11.4,3.8,309.9,11.382,3.897,-50.854,0.088,-0.104,0.719,-0.122,0.214,-0.539,0.805,334.1,12.3,289.6,-25.286,13.610,-64.542,0.068,-0.602,1.198,0.582,-0.576,1.235,-0.214,0.103,1.079,-0.001,0.028,-0.459,0.888,358.4,2.8,305.3,-1.589,2.777,-54.575,0.640,-0.765,-0.067,0.327,-0.921,-0.213,0.578,-0.815,-0.048,0.110,0.177,-0.978,-0.476,0.034,-0.879
1721536279615,-0.096,-0.254,0.738,0.104,-0.012,-0.425,0.899,11.4,3.8,309.8,11.387,3.897,-50.929,0.088,-0.104,0.719,-0.122,0.214,-0.539,0.805,334.1,12.3,289.6,-25.271,13.581,-64.541,0.068,-0.602,1.198,0.582,-0.576,1.235,-0.214,0.103,1.079,-0.001,0.028,-0.458,0.888,358.4,2.8,305.4,-1.608,2.800,-54.564,0.639,-0.766,-0.067,0.327,-0.921,-0.212,0.578,-0.815,-0.049,0.110,0.177,-0.978,-0.476,0.034,-0.879
1721536279629,-0.096,-0.254,0.738,0.104,-0.012,-0.425,0.899,11.4,3.9,309.8,11.380,3.949,-50.947,0.088,-0.104,0.719,-0.122,0.213,-0.539,0.806,334.1,12.2,289.6,-25.273,13.564,-64.525,0.068,-0.602,1.197,0.582,-0.575,1.235,-0.213,0.103,1.079,-0.001,0.028,-0.458,0.888,358.4,2.8,305.4,-1.627,2.819,-54.549,0.639,-0.766,-0.068,0.328,-0.921,-0.212,0.578,-0.814,-0.049,0.109,0.178,-0.978,-0.476,0.033,-0.879
1721536279643,-0.096,-0.254,0.738,0.105,-0.011,-0.424,0.900,11.4,3.9,310.0,11.411,4.005,-50.822,0.088,-0.104,0.719,-0.122,0.214,-0.539,0.806,334.1,12.3,289.6,-25.309,13.577,-64.499,0.069,-0.602,1.197,0.583,-0.575,1.235,-0.213,0.103,1.079,-0.001,0.028,-0.458,0.888,358.4,2.8,305.4,-1.621,2.819,-54.536,0.641,-0.765,-0.068,0.328,-0.921,-0.212,0.578,-0.814,-0.049,0.109,0.179,-0.978,-0.476,0.033,-0.879
1721536279657,-0.095,-0.253,0.738,0.105,-0.011,-0.421,0.901,11.4,3.9,310.3,11.398,3.996,-50.486,0.088,-0.104,0.719,-0.123,0.214,-0.539,0.805,334.0,12.3,289.6,-25.357,13.585,-64.494,0.071,-0.601,1.197,0.583,-0.575,1.235,-0.213,0.103,1.079,-0.001,0.028,-0.458,0.888,358.4,2.8,305.4,-1.617,2.824,-54.521,0.645,-0.761,-0.068,0.328,-0.921,-0.212,0.579,-0.814,-0.049,0.108,0.179,-0.978,-0.477,0.033,-0.878
1721536279670,-0.095,-0.253,0.738,0.103,-0.011,-0.421,0.901,11.3,3.9,310.3,11.225,3.937,-50.428,0.088,-0.104,0.719,-0.123,0.214,-0.539,0.805,334.0,12.2,289.6,-25.385,13.566,-64.496,0.072,-0.600,1.198,0.584,-0.575,1.235,-0.213,0.103,1.080,-0.001,0.028,-0.458,0.888,358.4,2.8,305.4,-1.605,2.802,-54.513,0.646,-0.760,-0.067,0.328,-0.921,-0.212,0.579,-0.814,-0.049,0.106,0.177,-0.979,-0.477,0.032,-0.878
1721536279684,-0.095,-0.253,0.738,0.100,-0.011,-0.422,0.901,11.0,3.7,310.2,10.967,3.803,-50.540,0.088,-0.104,0.719,-0.123,0.214,-0.539,0.806,334.0,12.2,289.6,-25.385,13.532,-64.495,0.072,-0.598,1.199,0.584,-0.574,1.235,-0.213,0.103,1.080,-0.001,0.028,-0.458,0.888,358.4,2.8,305.4,-1.601,2.771,-54.510,0.644,-0.762,-0.065,0.328,-0.921,-0.211,0.579,-0.814,-0.048,0.104,0.172,-0.980,-0.477,0.032,-0.878
1721536279698,-0.095,-0.253,0.738,0.099,-0.011,-0.424,0.900,10.8,3.7,309.9,10.754,3.756,-50.762,0.088,-0.104,0.719,-0.123,0.213,-0.539,0.806,334.0,12.2,289.6,-25.355,13.506,-64.488,0.072,-0.597,1.200,0.583,-0.574,1.236,-0.213,0.103,1.080,-0.002,0.028,-0.458,0.889,358.4,2.7,305.4,-1.616,2.728,-54.501,0.641,-0.765,-0.064,0.329,-0.921,-0.211,0.579,-0.814,-0.048,0.103,0.169,-0.980,-0.476,0.031,-0.879
1721536279712,-0.095,-0.254,0.738,0.099,-0.010,-0.425,0.900,10.8,3.8,309.8,10.799,3.852,-50.879,0.088,-0.104,0.719,-0.123,0.213,-0.539,0.806,334.0,12.2,289.7,-25.336,13.500,-64.482,0.072,-0.598,1.199,0.583,-0.574,1.236,-0.213,0.103,1.080,-0.002,0.027,-0.458,0.889,358.4,2.7,305.4,-1.619,2.693,-54.505,0.639,-0.766,-0.066,0.329,-0.921,-0.211,0.579,-0.814,-0.047,0.103,0.170,-0.980,-0.476,0.031,-0.879
1721536279726,-0.095,-0.254,0.738,0.100,-0.010,-0.425,0.900,10.9,3.9,309.9,10.867,3.929,-50.886,0.088,-0.104,0.719,-0.123,0.213,-0.539,0.806,334.0,12.2,289.6,-25.351,13.507,-64.489,0.072,-0.599,1.198,0.583,-0.574,1.236,-0.213,0.103,1.080,-0.002,0.027,-0.458,0.888,358.4,2.7,305.4,-1.613,2.685,-54.512,0.639,-0.766,-0.067,0.329,-0.921,-0.211,0.579,-0.814,-0.047,0.103,0.172,-0.980,-0.476,0.031,-0.879
1721536279740,-0.095,-0.254,0.738,0.101,-0.010,-0.424,0.900,11.0,3.9,309.9,10.954,4.003,-50.880,0.088,-0.104,0.719,-0.123,0.214,-0.539,0.805,333.9,12.2,289.6,-25.425,13.538,-64.532,0.072,-0.600,1.198,0.584,-0.575,1.235,-0.213,0.103,1.080,-0.002,0.027,-0.458,0.888,358.4,2.7,305.4,-1.608,2.680,-54.514,0.640,-0.766,-0.069,0.327,-0.921,-0.211,0.579,-0.814,-0.047,0.103,0.174,-0.979,-0.477,0.032,-0.878
1721536279754,-0.095,-0.254,0.738,0.102,-0.009,-0.424,0.900,11.0,4.1,310.0,11.008,4.135,-50.837,0.088,-0.104,0.719,-0.124,0.214,-0.539,0.805,333.9,12.2,289.5,-25.466,13.550,-64.563,0.073,-0.601,1.197,0.584,-0.575,1.235,-0.213,0.103,1.080,-0.002,0.027,-0.458,0.888,358.4,2.7,305.4,-1.600,2.695,-54.520,0.641,-0.765,-0.071,0.327,-0.921,-0.212,0.579,-0.814,-0.047,0.102,0.176,-0.979,-0.478,0.032,-0.878
1721536279768,-0.095,-0.254,0.738,0.102,-0.007,-0.423,0.900,11.0,4.2,310.0,10.958,4.287,-50.790,0.088,-0.104,0.719,-0.124,0.214,-0.539,0.805,333.9,12.2,289.5,-25.459,13.543,-64.551,0.074,-0.601,1.196,0.584,-0.575,1.235,-0.213,0.103,1.080,-0.001,0.027,-0.458,0.888,358.4,2.7,305.4,-1.591,2.725,-54.521,0.641,-0.764,-0.073,0.327,-0.921,-0.211,0.579,-0.814,-0.048,0.100,0.178,-0.979,-0.478,0.032,-0.878
1721536279782,-0.095,-0.254,0.738,0.101,-0.006,-0.423,0.900,10.8,4.3,310.0,10.776,4.390,-50.787,0.088,-0.104,0.719,-0.124,0.214,-0.539,0.805,333.9,12.2,289.6,-25.437,13.508,-64.531,0.076,-0.601,1.195,0.584,-0.574,1.235,-0.213,0.103,1.080,-0.001,0.028,-0.458,0.888,358.4,2.8,305.4,-1.595,2.771,-54.514,0.641,-0.763,-0.075,0.328,-0.921,-0.211,0.579,-0.814,-0.048,0.096,0.177,-0.979,-0.477,0.031,-0.878
1721536279796,-0.095,-0.254,0.738,0.099,-0.006,-0.424,0.900,10.6,4.2,309.9,10.565,4.278,-50.881,0.088,-0.104,0.719,-0.124,0.213,-0.539,0.805,334.0,12.1,289.6,-25.414,13.465,-64.532,0.076,-0.600,1.197,0.584,-0.574,1.236,-0.213,0.103,1.079,-0.001,0.028,-0.458,0.888,358.4,2.8,305.4,-1.590,2.813,-54.515,0.640,-0.765,-0.073,0.328,-0.921,-0.210,0.579,-0.814,-0.049,0.095,0.173,-0.980,-0.477,0.031,-0.878
1721536279810,-0.095,-0.254,0.738,0.097,-0.007,-0.426,0.899,10.5,4.1,309.7,10.425,4.155,-51.068,0.088,-0.104,0.719,-0.124,0.213,-0.539,0.805,334.0,12.1,289.6,-25.428,13.424,-64.560,0.075,-0.599,1.198,0.584,-0.574,1.236,-0.213,0.103,1.079,-0.001,0.028,-0.458,0.888,358.4,2.9,305.4,-1.587,2.855,-54.526,0.637,-0.768,-0.071,0.328,-0.921,-0.210,0.578,-0.814,-0.050,0.095,0.170,-0.981,-0.477,0.030,-0.878
1721536279824,-0.095,-0.254,0.738,0.098,-0.007,-0.426,0.900,10.5,4.1,309.7,10.510,4.195,-51.025,0.088,-0.104,0.719,-0.124,0.213,-0.539,0.805,333.9,12.0,289.5,-25.479,13.368,-64.618,0.075,-0.599,1.197,0.583,-0.573,1.237,-0.213,0.102,1.079,-0.001,0.029,-0.458,0.888,358.4,2.9,305.4,-1.575,2.905,-54.547,0.638,-0.767,-0.072,0.327,-0.922,-0.209,0.578,-0.814,-0.051,0.095,0.171,-0.981,-0.477,0.029,-0.878
1721536279838,-0.095,-0.254,0.738,0.099,-0.007,-0.425,0.900,10.6,4.1,309.8,10.555,4.219,-51.019,0.088,-0.104,0.719,-0.125,0.213,-0.540,0.805,333.8,12.0,289.5,-25.545,13.328,-64.699,0.075,-0.600,1.197,0.583,-0.573,1.237,-0.213,0.102,1.079,0.000,0.029,-0.459,0.888,358.4,2.9,305.3,-1.568,2.937,-54.574,0.638,-0.767,-0.072,0.326,-0.922,-0.208,0.578,-0.815,-0.051,0.096,0.172,-0.980,-0.478,0.029,-0.878
1721536279852,-0.095,-0.254,0.738,0.100,-0.006,-0.425,0.899,10.7,4.2,309.8,10.632,4.300,-51.027,0.088,-0.105,0.719,-0.125,0.213,-0.540,0.804,333.8,12.0,289.4,-25.557,13.314,-64.734,0.075,-0.601,1.197,0.583,-0.574,1.237,-0.213,0.102,1.079,0.000,0.029,-0.459,0.888,358.4,3.0,305.3,-1.574,2.979,-54.607,0.638,-0.767,-0.074,0.326,-0.922,-0.208,0.577,-0.815,-0.052,0.096,0.174,-0.980,-0.478,0.029,-0.878
1721536279866,-0.094,-0.254,0.738,0.102,-0.005,-0.425,0.899,10.8,4.4,309.8,10.775,4.513,-51.006,0.088,-0.105,0.719,-0.125,0.213,-0.540,0.804,333.8,12.0,289.4,-25.553,13.291,-64.740,0.076,-0.603,1.195,0.583,-0.573,1.237,-0.213,0.102,1.079,0.000,0.029,-0.459,0.888,358.4,3.0,305.3,-1.596,2.969,-54.639,0.639,-0.766,-0.077,0.326,-0.922,-0.207,0.577,-0.815,-0.052,0.095,0.178,-0.979,-0.478,0.029,-0.878
